ID_Pokemon,ID_Tipo,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
503,C,,528,95,100,85,108,70,70,5,False
504,E,,255,45,55,39,35,39,42,5,False
505,E,,420,60,85,69,60,69,77,5,False
506,E,,275,45,60,45,25,45,55,5,False
507,E,,370,65,80,65,35,65,60,5,False
508,E,,500,85,110,90,45,90,80,5,False
509,P,,281,41,50,37,50,37,66,5,False
510,P,,446,64,88,50,88,50,106,5,False
511,A,,316,50,53,48,53,48,64,5,False
512,A,,498,75,98,63,98,63,101,5,False
513,B,,316,50,53,48,53,48,64,5,False
514,B,,498,75,98,63,98,63,101,5,False
515,C,,316,50,53,48,53,48,64,5,False
516,C,,498,75,98,63,98,63,101,5,False
517,K,,292,76,25,45,67,55,24,5,False
518,K,,487,116,55,85,107,95,29,5,False
519,E,Flying,264,50,55,50,36,30,43,5,False
520,E,Flying,358,62,77,62,50,42,65,5,False
521,E,Flying,488,80,115,80,65,55,93,5,False
522,G,,295,45,60,32,50,32,76,5,False
523,G,,497,75,100,63,80,63,116,5,False
524,L,,280,55,75,85,25,25,15,5,False
525,L,,390,70,105,105,50,40,20,5,False
526,L,,515,85,135,130,60,80,25,5,False
527,K,Flying,313,55,45,43,55,43,72,5,False
528,K,Flying,425,67,57,55,77,55,114,5,False
529,H,,328,60,85,40,30,45,68,5,False
530,H,Steel,508,110,135,60,50,65,88,5,False
531,E,,445,103,60,86,60,86,50,5,False
531,E,Fairy,545,103,60,126,80,126,50,5,False
532,J,,305,75,80,55,25,35,35,5,False
533,J,,405,85,105,85,40,50,40,5,False
534,J,,505,105,140,95,55,65,45,5,False
535,C,,294,50,50,40,50,40,64,5,False
536,C,Ground,384,75,65,55,65,55,69,5,False
537,C,Ground,509,105,95,75,85,75,74,5,False
538,J,,465,120,100,85,30,85,45,5,False
539,J,,465,75,125,75,30,75,85,5,False
540,D,Grass,310,45,53,70,40,60,42,5,False
541,D,Grass,380,55,63,90,50,80,42,5,False
542,D,Grass,500,75,103,80,70,80,92,5,False
543,D,Poison,260,30,45,59,30,39,57,5,False
544,D,Poison,360,40,55,99,40,79,47,5,False
545,D,Poison,485,60,100,89,55,69,112,5,False
546,A,Fairy,280,40,27,60,37,50,66,5,False
547,A,Fairy,480,60,67,85,77,75,116,5,False
548,A,,280,45,35,50,70,50,30,5,False
549,A,,480,70,60,75,110,75,90,5,False
550,C,,460,70,92,65,80,55,98,5,False
551,H,Dark,292,50,72,35,35,35,65,5,False
552,H,Dark,351,60,82,45,45,45,74,5,False
553,H,Dark,519,95,117,80,65,70,92,5,False
554,B,,315,70,90,45,15,45,50,5,False
555,B,,480,105,140,55,30,55,95,5,False
555,B,Psychic,540,105,30,105,140,105,55,5,False
556,A,,461,75,86,67,106,67,60,5,False
557,D,Rock,325,50,65,85,35,35,55,5,False
558,D,Rock,475,70,95,125,65,75,45,5,False
559,P,Fighting,348,50,75,70,35,70,48,5,False
560,P,Fighting,488,65,90,115,45,115,58,5,False
561,K,Flying,490,72,58,80,103,80,97,5,False
562,M,,303,38,30,85,55,65,30,5,False
563,M,,483,58,50,145,95,105,30,5,False
564,C,Rock,355,54,78,103,53,45,22,5,False
565,C,Rock,495,74,108,133,83,65,32,5,False
566,L,Flying,401,55,112,45,74,45,70,5,False
567,L,Flying,567,75,140,65,112,65,110,5,False
568,F,,329,50,50,62,40,62,65,5,False
569,F,,474,80,95,82,60,82,75,5,False
570,P,,330,40,65,40,80,40,65,5,False
571,P,,510,60,105,60,120,60,105,5,False
572,E,,300,55,50,40,40,40,75,5,False
573,E,,470,75,95,60,65,60,115,5,False
574,K,,290,45,30,50,55,65,45,5,False
575,K,,390,60,45,70,75,85,55,5,False
576,K,,490,70,55,95,95,110,65,5,False
577,K,,290,45,30,40,105,50,20,5,False
578,K,,370,65,40,50,125,60,30,5,False
579,K,,490,110,65,75,125,85,30,5,False
580,C,Flying,305,62,44,50,44,50,55,5,False
581,C,Flying,473,75,87,63,87,63,98,5,False
582,N,,305,36,50,50,65,60,44,5,False
583,N,,395,51,65,65,80,75,59,5,False
584,N,,535,71,95,85,110,95,79,5,False
585,E,Grass,335,60,60,50,40,50,75,5,False
586,E,Grass,475,80,100,70,60,70,95,5,False
587,G,Flying,428,55,75,60,75,60,103,5,False
588,D,,315,50,75,45,40,45,60,5,False
589,D,Steel,495,70,135,105,60,105,20,5,False
590,A,Poison,294,69,55,45,55,55,15,5,False
591,A,Poison,464,114,85,70,85,80,30,5,False
592,C,Ghost,335,55,40,50,65,85,40,5,False
593,C,Ghost,480,100,60,70,85,105,60,5,False
594,C,,470,165,75,80,40,45,65,5,False
595,D,Electric,319,50,47,50,57,50,65,5,False
596,D,Electric,472,70,77,60,97,60,108,5,False
597,A,Steel,305,44,50,91,24,86,10,5,False
598,A,Steel,489,74,94,131,54,116,20,5,False
599,Q,,300,40,55,70,45,60,30,5,False
600,Q,,440,60,80,95,70,85,50,5,False
601,Q,,520,60,100,115,70,85,90,5,False
602,G,,275,35,55,40,45,40,60,5,False
603,G,,405,65,85,70,75,70,40,5,False
604,G,,515,85,115,80,105,80,50,5,False
605,K,,335,55,55,55,85,55,30,5,False
606,K,,485,75,75,75,125,95,40,5,False
607,M,Fire,275,50,30,55,65,55,20,5,False
608,M,Fire,370,60,40,60,95,60,55,5,False
609,M,Fire,520,60,55,90,145,90,80,5,False
610,O,,320,46,87,60,30,40,57,5,False
611,O,,410,66,117,70,40,50,67,5,False
612,O,,540,76,147,90,60,70,97,5,False
613,N,,305,55,70,40,60,40,40,5,False
614,N,,485,95,110,80,70,80,50,5,False
615,N,,485,70,50,30,95,135,105,5,False
616,D,,305,50,40,85,40,65,25,5,False
617,D,,495,80,70,40,100,60,145,5,False
618,H,Electric,471,109,66,84,81,99,32,5,False
619,J,,350,45,85,50,55,50,65,5,False
620,J,,510,65,125,60,95,60,105,5,False
621,O,,485,77,120,90,60,90,48,5,False
622,H,Ghost,303,59,74,50,35,50,35,5,False
623,H,Ghost,483,89,124,80,55,80,55,5,False
624,P,Steel,340,45,85,70,40,40,60,5,False
625,P,Steel,490,65,125,100,60,70,70,5,False
626,E,,490,95,110,95,40,95,55,5,False
627,E,Flying,350,70,83,50,37,50,60,5,False
628,E,Flying,510,100,123,75,57,75,80,5,False
629,P,Flying,370,70,55,75,45,65,60,5,False
630,P,Flying,510,110,65,105,55,95,80,5,False
631,B,,484,85,97,66,105,66,65,5,False
632,D,Steel,484,58,109,112,48,48,109,5,False
633,P,Dragon,300,52,65,50,45,50,38,5,False
634,P,Dragon,420,72,85,70,65,70,58,5,False
635,P,Dragon,600,92,105,90,125,90,98,5,False
636,D,Fire,360,55,85,55,50,55,60,5,False
637,D,Fire,550,85,60,65,135,105,100,5,False
638,Q,Fighting,580,91,90,129,90,72,108,5,True
639,L,Fighting,580,91,129,90,72,90,108,5,True
640,A,Fighting,580,91,90,72,90,129,108,5,True
641,R,,580,79,115,70,125,80,111,5,True
641,R,,580,79,100,80,110,90,121,5,True
642,G,Flying,580,79,115,70,125,80,111,5,True
642,G,Flying,580,79,105,70,145,80,101,5,True
643,O,Fire,680,100,120,100,150,120,90,5,True
644,O,Electric,680,100,150,120,120,100,90,5,True
645,H,Flying,600,89,125,90,115,80,101,5,True
645,H,Flying,600,89,145,90,105,80,91,5,True
646,O,Ice,660,125,130,90,130,90,95,5,True
646,O,Ice,700,125,170,100,120,90,95,5,True
646,O,Ice,700,125,120,90,170,100,95,5,True
647,C,Fighting,580,91,72,90,129,90,108,5,False
647,C,Fighting,580,91,72,90,129,90,108,5,False
648,E,Psychic,600,100,77,77,128,128,90,5,False
648,E,Fighting,600,100,128,90,77,77,128,5,False
649,D,Steel,600,71,120,95,120,95,99,5,False
650,A,,313,56,61,65,48,45,38,6,False
651,A,,405,61,78,95,56,58,57,6,False
652,A,Fighting,530,88,107,122,74,75,64,6,False
653,B,,307,40,45,40,62,60,60,6,False
654,B,,409,59,59,58,90,70,73,6,False
655,B,Psychic,534,75,69,72,114,100,104,6,False
656,C,,314,41,56,40,62,44,71,6,False
657,C,,405,54,63,52,83,56,97,6,False
658,C,Dark,530,72,95,67,103,71,122,6,False
659,E,,237,38,36,38,32,36,57,6,False
660,E,Ground,423,85,56,77,50,77,78,6,False
661,E,Flying,278,45,50,43,40,38,62,6,False
662,B,Flying,382,62,73,55,56,52,84,6,False
663,B,Flying,499,78,81,71,74,69,126,6,False
664,D,,200,38,35,40,27,25,35,6,False
665,D,,213,45,22,60,27,30,29,6,False
666,D,Flying,411,80,52,50,90,50,89,6,False
667,B,Normal,369,62,50,58,73,54,72,6,False
668,B,Normal,507,86,68,72,109,66,106,6,False
669,I,,303,44,38,39,61,79,42,6,False
670,I,,371,54,45,47,75,98,52,6,False
671,I,,552,78,65,68,112,154,75,6,False
672,A,,350,66,65,48,62,57,52,6,False
673,A,,531,123,100,62,97,81,68,6,False
674,J,,348,67,82,62,46,48,43,6,False
675,J,Dark,495,95,124,78,69,71,58,6,False
676,E,,472,75,80,60,65,90,102,6,False
677,K,,355,62,48,54,63,60,68,6,False
678,K,,466,74,48,76,83,81,104,6,False
678,K,,466,74,48,76,83,81,104,6,False
679,Q,Ghost,325,45,80,100,35,37,28,6,False
680,Q,Ghost,448,59,110,150,45,49,35,6,False
681,Q,Ghost,520,60,150,50,150,50,60,6,False
681,Q,Ghost,520,60,50,150,50,150,60,6,False
682,I,,341,78,52,60,63,65,23,6,False
683,I,,462,101,72,72,99,89,29,6,False
684,I,,341,62,48,66,59,57,49,6,False
685,I,,480,82,80,86,85,75,72,6,False
686,P,Psychic,288,53,54,53,37,46,45,6,False
687,P,Psychic,482,86,92,88,68,75,73,6,False
688,L,Water,306,42,52,67,39,56,50,6,False
689,L,Water,500,72,105,115,54,86,68,6,False
690,F,Water,320,50,60,60,60,60,30,6,False
691,F,Dragon,494,65,75,90,97,123,44,6,False
692,C,,330,50,53,62,58,63,44,6,False
693,C,,500,71,73,88,120,89,59,6,False
694,G,Normal,289,44,38,33,61,43,70,6,False
695,G,Normal,481,62,55,52,109,94,109,6,False
696,L,Dragon,362,58,89,77,45,45,48,6,False
697,L,Dragon,521,82,121,119,69,59,71,6,False
698,L,Ice,362,77,59,50,67,63,46,6,False
699,L,Ice,521,123,77,72,99,92,58,6,False
700,I,,525,95,65,65,110,130,60,6,False
701,J,Flying,500,78,92,75,74,63,118,6,False
702,G,Fairy,431,67,58,57,81,67,101,6,False
703,L,Fairy,500,50,50,150,50,150,50,6,False
704,O,,300,45,50,35,55,75,40,6,False
705,O,,452,68,75,53,83,113,60,6,False
706,O,,600,90,100,70,110,150,80,6,False
707,Q,Fairy,470,57,80,91,80,87,75,6,False
708,M,Grass,309,43,70,48,50,60,38,6,False
709,M,Grass,474,85,110,76,65,82,56,6,False
710,M,Grass,335,49,66,70,44,55,51,6,False
710,M,Grass,335,44,66,70,44,55,56,6,False
710,M,Grass,335,54,66,70,44,55,46,6,False
710,M,Grass,335,59,66,70,44,55,41,6,False
711,M,Grass,494,65,90,122,58,75,84,6,False
711,M,Grass,494,55,85,122,58,75,99,6,False
711,M,Grass,494,75,95,122,58,75,69,6,False
711,M,Grass,494,85,100,122,58,75,54,6,False
712,N,,304,55,69,85,32,35,28,6,False
713,N,,514,95,117,184,44,46,28,6,False
714,R,Dragon,245,40,30,35,45,40,55,6,False
715,R,Dragon,535,85,70,80,97,80,123,6,False
716,I,,680,126,131,95,131,98,99,6,True
717,P,Flying,680,126,131,95,131,98,99,6,True
718,O,Ground,600,108,100,121,81,95,95,6,True
719,L,Fairy,600,50,100,150,100,150,50,6,True
719,L,Fairy,700,50,160,110,160,110,110,6,True
720,K,Ghost,600,80,110,60,150,130,70,6,True
720,K,Dark,680,80,160,60,170,130,80,6,True
721,B,Water,600,80,110,120,130,90,70,6,True
